student_id,XB,MZMC,ZZMMMC,JG,XSM,ZYM,internet_early_sum,internet_early_mean,internet_early_volatility,internet_early_trend,internet_early_continuity,internet_early_deviation,internet_early_cv,club_early_sum,club_early_mean,club_early_volatility,club_early_trend,club_early_continuity,club_early_deviation,club_early_cv,library_early_sum,library_early_mean,library_early_volatility,library_early_trend,library_early_continuity,library_early_deviation,library_early_cv,gate_early_sum,gate_early_mean,gate_early_volatility,gate_early_trend,gate_early_continuity,gate_early_deviation,gate_early_cv,library_early_late_ratio,library_early_weekend_ratio,library_early_hour_mean,gate_early_late_ratio,gate_early_weekend_ratio,gate_early_hour_mean,internet_library_interaction,late_gate_internet_interaction,club_library_balance,behavior_rhythm_gap,late_internet_mean,late_club_mean,late_library_mean,late_gate_mean,late_gate_ratio,clean_label_score,life_label_clean,life_instability_future_v1,life_instability_future_v2,life_instability_future_v3,data_split
pjxuqwbj488,女,汉族,共青团员,610000,机电工程学院,测控技术与仪器,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.4841229182759271,-0.012463343108504395,0.0625,-0.12903225806451613,3.872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.03125,0.0,0.507,1,1,0,0,train
pjxyqwbk607,女,汉族,共青团员,610000,人工智能学院,智能科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3125,1.1301963325015703,-0.027492668621700876,0.09375,-0.3225806451612903,3.616628264005025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxuqwbj584,男,汉族,共青团员,130000,网络与信息安全学院,网络空间安全,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3125,1.2358574958303243,-0.030425219941348967,0.0625,-0.3225806451612903,3.954743986657038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxsqxbj821,男,汉族,共青团员,420000,经济与管理学院,工业工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,0.9682458365518543,-0.02492668621700879,0.0625,-0.25806451612903225,3.872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.09375,0.0,0.507,1,1,0,0,train
pjxyqxbk524,男,汉族,共青团员,130000,电子工程学院,电磁场与无线技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,1.0439558180306292,-0.016495601173020524,0.03125,-0.1935483870967742,5.567764362830022,291.0,9.09375,15.462372422674989,-0.6431451612903225,0.5,-0.0967741935483879,1.7003296134900332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2852233676975945,13.828178694158076,0.0,0.0,0.0,0.0,0.0,-8.90625,-0.2852233676975945,0.0,0.0,1.3125,0.25,0.375,0.5703199999999999,1,1,0,0,train
pjxyqwbk622,男,汉族,群众,610000,计算机科学与技术学院,软件工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.0054985337243401745,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbk005,男,汉族,共青团员,610000,光电工程学院,电子科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.5,2.449489742783178,-0.053519061583577714,0.0625,-0.5161290322580645,4.898979485566356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbj744,女,蒙古族,共青团员,150000,微电子学院,微电子科学与工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.375,1.5360257159305635,-0.037390029325513184,0.0625,-0.3870967741935484,4.096068575814836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.09375,0.0,0.507,0,0,0,0,train
pjxuqwbj877,男,汉族,共青团员,440000,机电工程学院,机械设计制造及其自动化,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.4841229182759271,-0.012463343108504395,0.0625,-0.12903225806451613,3.872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjvyzvfj974,男,汉族,共青团员,370000,人工智能学院,人工智能（第二学士学位）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxyqwbj062,男,汉族,共青团员,510000,计算机科学与技术学院,软件工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.0054985337243401745,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqwbj043,男,汉族,共青团员,420000,计算机科学与技术学院,计算机科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,1.0897247358851685,-0.027126099706744858,0.0625,-0.25806451612903225,4.358898943540674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbk522,男,汉族,共青团员,130000,电子工程学院,电磁场与无线技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,0.0010997067448680353,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxxxxbj923,男,汉族,共青团员,210000,通信工程学院,通信工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.00476539589442815,0.03125,-0.06451612903225806,5.5677643628300215,219.0,6.84375,8.628113115710757,0.41990469208211134,0.65625,15.64516129032258,1.2607288570901563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2328767123287671,15.210045662100457,0.0,0.0,0.0,0.0,0.0,-6.78125,-0.2328767123287671,0.0,0.0,0.3125,0.0,0.0,0.4226,0,0,0,0,train
pjxyqxbj098,男,汉族,共青团员,350000,微电子学院,微电子科学与工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3125,1.7399263633843818,-0.034824046920821104,0.03125,-0.3225806451612903,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqwbj613,男,汉族,共青团员,140000,计算机科学与技术学院,软件工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.0054985337243401745,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxwxxbj908,男,汉族,共青团员,410000,电子工程学院,电子信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.4841229182759271,-0.011730205278592375,0.0625,-0.12903225806451613,3.872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxyqxbl912,男,汉族,共青团员,610000,微电子学院,集成电路设计与集成系统,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,1.0897247358851685,-0.019794721407624637,0.0625,-0.25806451612903225,4.358898943540674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0625,0.0,0.507,0,0,0,0,train
pjxsqxbj944,女,汉族,共青团员,520000,经济与管理学院,电子商务,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,1.0897247358851685,-0.026392961876832835,0.0625,-0.25806451612903225,4.358898943540674,127.0,3.96875,7.15665937693698,-0.061033724340175864,0.5,4.161290322580645,1.8032527563935696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29133858267716534,11.31496062992126,0.0,0.0,0.0,0.0,0.0,-3.71875,-0.29133858267716534,0.0,0.0,0.75,0.0,0.0,0.41831999999999997,0,0,0,0,train
pjxyqxbj006,男,汉族,共青团员,370000,物理学院,电波传播与天线,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09375,0.0,0.507,0,0,0,0,train
pjxyqxbl812,男,汉族,共青团员,610000,通信工程学院,信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.6959705453537527,-0.0095307917888563,0.03125,-0.12903225806451613,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbl874,女,汉族,共青团员,610000,物理学院,电子信息科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3125,1.4238482187368147,-0.02675953079178886,0.0625,-0.3225806451612903,4.556314299957807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbj740,男,蒙古族,共青团员,150000,物理学院,电子信息科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,1.0897247358851685,-0.013196480938416423,0.0625,-0.25806451612903225,4.358898943540674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxuqwbj739,男,汉族,共青团员,330000,电子工程学院,电子信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxpqxbj912,女,汉族,共青团员,610000,外国语学院,翻译,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxyqxbj034,男,汉族,共青团员,370000,电子工程学院,电子信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.6959705453537527,-0.010997067448680349,0.03125,-0.12903225806451613,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.4375,0.0,0.507,0,0,0,0,train
pjxyqwbj007,男,汉族,共青团员,420000,网络与信息安全学院,网络空间安全,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.4841229182759271,-0.011730205278592375,0.0625,-0.12903225806451613,3.872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxsqxbj983,男,汉族,共青团员,130000,经济与管理学院,信息管理与信息系统,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3125,1.1301963325015703,-0.032624633431085036,0.09375,-0.3225806451612903,3.616628264005025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0625,0.0,0.507,1,1,0,0,train
pjxyqxbj319,男,汉族,共青团员,140000,物理学院,电子信息科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,1.0897247358851685,-0.02346041055718475,0.0625,-0.25806451612903225,4.358898943540674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqwbj098,女,汉族,共青团员,130000,人工智能学院,智能科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,1.0439558180306292,-0.020894428152492657,0.03125,-0.1935483870967742,5.567764362830022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.375,0.08333333333333333,0.65172,1,1,0,0,train
pjxyqwbj084,男,汉族,共青团员,210000,计算机科学与技术学院,计算机科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbj991,男,汉族,共青团员,630000,物理学院,电子信息科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3125,1.2358574958303243,-0.012096774193548387,0.0625,-0.3225806451612903,3.954743986657038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxqqxbj991,女,汉族,共青团员,410000,人文学院,汉语言文学,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.3125,1.1301963325015703,-0.009897360703812304,0.09375,-0.3225806451612903,3.616628264005025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.28125,0.0,0.507,1,1,0,0,train
pjxuqwbj954,男,汉族,共青团员,520000,机电工程学院,机械设计制造及其自动化,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.125,0.4841229182759271,-0.012463343108504395,0.0625,-0.12903225806451613,3.872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.0,0.03125,0.0,0.507,1,1,0,0,train
pjxwzxkj998,女,汉族,共青团员,610000,电子工程学院,电子信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.507,0,0,0,0,train
pjxsqxbj812,男,汉族,共青团员,610000,经济与管理学院,人力资源管理,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006964809384164225,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxyqwbk942,女,汉族,共青团员,610000,人工智能学院,智能科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,0.7680128579652817,-0.019428152492668615,0.0625,-0.1935483870967742,4.096068575814836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbj548,女,汉族,共青团员,370000,电子工程学院,电子信息工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.00476539589442815,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxvzxbj989,男,回族,共青团员,620000,计算机科学与技术学院,计算机科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.507,1,1,0,0,train
pjxyqxbl765,男,汉族,群众,220000,物理学院,电子信息科学与技术,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0625,0.34798527267687634,-0.006231671554252198,0.03125,-0.06451612903225806,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbj039,男,汉族,共青团员,370000,微电子学院,微电子科学与工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.25,0.9682458365518543,-0.02346041055718475,0.0625,-0.25806451612903225,3.872983346207417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
pjxyqxbj334,男,汉族,群众,140000,光电工程学院,光电信息科学与工程,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1875,0.582961190818051,-0.01722873900293255,0.09375,-0.1935483870967742,3.109126351029605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.03125,0.17399263633843817,-0.003115835777126099,0.03125,-0.03225806451612903,5.5677643628300215,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.507,0,0,0,0,train
